anime_id,mean_rating
1,7.5585144109871685
5,6.89028439439873
6,6.980590412566579
7,6.04031951312286
8,5.113801452784504
15,6.680693069306931
16,6.922879177377892
17,6.346153846153846
18,6.3574045002616435
19,7.809098824553765
20,6.571726133076181
22,6.4992625368731565
23,4.3061224489795915
24,6.724171676219768
25,6.247316444826105
26,6.656615384615384
27,6.121613236814891
28,6.686893203883495
29,6.47136563876652
30,6.973538391948434
31,5.673598553345389
32,6.771439696291249
33,7.089318213635727
43,6.78703186137507
44,7.3436899982544945
45,6.910379746835443
46,5.7159672466734905
47,6.783032416906032
48,5.793087663080796
49,5.552523171987642
50,6.039735099337748
51,5.092647683807905
52,5.634121274409044
53,5.802881466928619
54,5.689810350369656
55,4.934673366834171
56,4.560416666666667
57,7.267176900330492
58,5.750320102432778
59,6.2389850986709625
60,6.404217926186292
61,5.95202471946658
62,5.486084452975048
63,5.427681799919647
64,6.137362637362638
65,6.2043413173652695
66,6.766636824828409
67,6.412859097127223
68,6.130105401844532
69,4.634831460674158
71,6.524227925184863
72,6.8198159177043856
73,6.637811805384046
74,6.1096374889478335
75,5.956577266922094
76,6.098919368246052
77,6.535204332840965
79,6.053712035995501
80,6.07535046728972
81,6.692411014103425
82,6.253266331658291
83,5.3428571428571425
84,6.004089979550102
85,6.400961538461538
86,5.294019933554817
87,6.361419068736142
88,5.520798668885192
89,5.344632768361582
90,6.412232720039781
91,5.9674202127659575
92,5.968468468468468
93,6.654371584699454
94,6.170107858243451
95,5.965235173824131
96,6.090298962782184
97,6.63648328507502
98,6.223331431831147
99,5.8844169246646025
100,5.725501432664757
101,6.3317460317460315
102,6.006677796327212
103,5.675889328063241
104,5.846618357487923
105,5.126436781609195
106,6.029227557411273
107,5.551269035532995
108,5.494692144373673
109,5.540592168099331
110,6.101538461538461
111,4.6802507836990594
112,3.6839622641509435
113,6.022508038585209
114,6.8076923076923075
115,5.151702786377709
116,5.393867924528302
117,5.80365296803653
118,5.088339222614841
119,5.320648343904158
120,6.388140161725067
121,7.056048258229466
122,6.273418925344745
123,6.220618556701031
124,5.250741839762611
125,5.180327868852459
126,5.4482006543075245
127,5.5636363636363635
128,5.157894736842105
129,5.992105263157895
130,5.5423497267759565
131,5.476673427991886
132,6.383853211009174
133,5.238384261197154
134,6.257184966838615
135,6.847789824854045
136,6.85211517952364
137,6.612984218077475
138,6.508191240387831
139,6.647853185595568
141,4.665605095541402
142,5.643478260869565
143,5.531776208582293
144,5.7664851784634
145,6.252029879831114
146,5.588977113498365
147,6.25312199807877
148,5.614457831325301
149,5.683816863100635
150,6.459978655282818
151,5.781065088757397
152,5.969740634005763
153,6.730561555075594
154,6.202585103660097
155,5.276657060518732
156,6.195344591510726
157,5.493645862750635
158,6.012596899224806
159,5.035010940919038
160,6.543728813559322
161,5.8915971776779985
162,5.535766423357664
163,4.908675799086758
164,7.228608231613814
165,6.157565652355148
166,6.257842844338214
167,5.984931506849315
168,5.896082474226804
169,5.968345323741008
170,7.102176318701586
171,4.6923076923076925
173,5.878318584070796
174,5.757864077669903
175,5.354166666666667
176,5.083333333333333
177,6.1645013723696245
178,5.8482932996207335
179,5.40566037735849
180,5.887328767123288
181,6.003861003861004
182,6.41508892713712
183,5.858895705521473
184,4.934931506849315
185,6.4494257132271215
186,6.273122014763352
187,6.15320197044335
188,2.6296296296296298
189,5.95232746786472
190,5.719281204468189
191,5.663777644949193
192,5.569603668522764
193,5.511195206559445
194,6.285954583683768
195,6.012934960830752
196,5.649371927908247
197,5.110539845758355
198,6.202146690518783
199,7.414512057108035
200,6.166324435318275
201,5.9209039548022595
202,6.597801847722205
203,4.75098814229249
204,4.688038277511962
205,7.236849587716804
206,5.836092715231788
207,6.091076356945722
208,6.351172047766475
209,6.0543197102948785
210,6.102283105022831
211,4.025974025974026
212,4.8646408839779
213,4.290909090909091
214,4.319444444444445
215,5.154761904761905
216,3.8727272727272726
217,4.771428571428571
218,6.0795677799607075
219,5.4335793357933575
220,4.134328358208955
221,4.998827667057444
222,5.285968028419183
223,6.597152369483601
225,5.479104612329633
226,6.753508325456264
227,6.698981143552311
228,6.4054629301170625
229,5.929044465468307
230,5.628440366972477
231,4.301470588235294
232,6.445408435664709
233,6.0266075388026605
234,4.831578947368421
236,5.10934393638171
237,6.9693032734683475
238,5.865731462925852
239,7.113207547169812
240,6.438139534883721
241,5.385645933014354
242,5.6857402361489555
243,5.7088479959667255
244,4.72972972972973
245,7.590835030549898
246,5.801339285714286
247,5.643497757847534
248,5.4735376044568245
249,6.368460548885078
250,5.857582755966128
251,6.132335329341317
252,5.890290037831021
253,6.533078880407125
254,6.5
255,6.349753694581281
256,6.374507874015748
257,5.176655389076848
258,5.106521739130435
259,4.832460732984293
260,5.089244851258581
261,5.007619047619047
262,4.9375
263,7.619047619047619
264,6.783127735773975
265,6.632808988764045
266,5.43559718969555
267,6.824608904933815
268,6.826338639652677
269,6.9213701829505645
270,6.310770540655598
271,5.285171102661597
272,6.0951276102088165
273,5.358447488584475
274,5.696323529411765
275,4.902122641509434
276,5.822451317296678
277,5.687447346251053
278,5.426229508196721
279,5.83625730994152
280,3.0
281,4.462585034013605
282,5.65546218487395
283,5.879828326180258
284,5.84
285,5.165191740412979
286,5.532818532818533
287,5.843373493975903
288,5.079331198861615
289,5.123655913978495
290,6.357581967213115
291,5.55969517358171
292,5.581521739130435
293,5.149253731343284
294,4.490909090909091
295,4.7272727272727275
296,5.368
297,5.529189189189189
298,5.315745741587038
299,5.012698412698413
300,5.238620689655172
301,4.6
302,6.4840182648401825
303,5.019337016574585
304,5.7858310626703
305,4.725806451612903
306,5.933745087029759
307,3.8
308,5.13903743315508
309,4.067415730337078
310,3.0727272727272728
311,4.962962962962963
312,2.642857142857143
313,6.166666666666667
314,3.263157894736842
315,5.415384615384616
316,4.141666666666667
317,6.514080100125156
318,5.064921465968586
319,4.844961240310077
320,5.364883401920439
321,4.718367346938775
322,6.4259530791788855
323,6.428409348763331
324,5.712401055408971
325,5.760175054704595
326,5.9434756464221286
327,5.477564102564102
328,5.00507614213198
329,7.357293868921776
330,6.141306573827565
331,5.551724137931035
332,4.666666666666667
333,5.232142857142857
334,6.043147208121828
335,5.632553606237817
336,4.95
337,4.746478873239437
338,6.891089108910891
339,6.702277568408979
340,5.91796875
341,5.90149060272197
342,5.473846153846154
343,5.624629958555358
344,5.823529411764706
345,6.3454258675078865
346,4.6082004555808656
347,5.267543859649122
348,4.871985157699443
349,4.202020202020202
350,4.79002624671916
351,4.780555555555556
352,4.727513227513228
353,4.63921568627451
354,4.428030303030303
355,6.449874476987448
356,6.452899765336909
357,5.6583937104979185
358,5.744508670520231
359,5.092436974789916
360,5.040322580645161
361,4.3546099290780145
362,4.672727272727273
363,4.6419753086419755
364,6.203592814371257
365,4.806501547987616
366,4.5608272506082725
367,4.526315789473684
368,4.879663056558363
369,5.741847826086956
370,5.136222910216718
371,5.737779118889559
372,6.242513211978861
373,5.045614035087719
374,4.773333333333333
375,4.941558441558442
376,5.654222101547651
377,5.325396825396825
378,4.9865771812080535
379,6.356752821259556
380,5.340522133938706
381,5.548429319371728
382,5.098842386464827
383,5.280523255813954
384,6.076799297834992
385,5.653120464441219
386,5.789115646258503
